@relation 'MOA: -C 5'

@attribute class0 {0, 1}
@attribute class1 {0, 1}
@attribute class2 {0, 1}
@attribute class3 {0, 1}
@attribute class4 {0, 1}
@attribute att0 numeric
@attribute att1 numeric

@data
0,1,0,0,0,0.7855997318843359,0.8437869100283704
1,1,1,0,0,0.6466138258086531,0.7299141204516219
1,1,1,0,0,0.5804232303374567,0.7118602966035179
1,0,0,0,0,0.5075672451877585,0.6650448588664735
1,0,0,0,0,0.5186735781275731,0.5722331105163685
1,0,0,0,0,0.5079755480083235,0.5479012496801018
0,1,0,0,0,0.9284577353638466,0.8545035260055802
0,1,1,0,0,0.8412813364120243,0.5894275456458589
0,1,1,0,0,0.7083900532488292,0.6929538471100877
0,1,1,0,0,0.7884165391562119,0.5448758851591895
1,0,0,0,0,0.4699915777962133,0.6218861358653841
1,0,1,0,0,0.5726088748396077,0.6926788388114333
1,0,0,0,0,0.5415400934452729,0.5624526217604144
0,1,1,0,0,0.7058854873452397,0.5771736321972677
1,0,0,0,0,0.5724106249053673,0.7322529825056967
0,1,1,0,0,0.7726868866891916,0.7214909045168842
0,1,1,0,0,0.6914878973559476,0.8088971949908846
0,1,1,0,0,0.8395013386315128,0.692735668473012
1,0,0,0,0,0.42987435163996507,0.6549854448752486
0,1,1,0,0,0.7382624024734034,0.8085536233526259
0,1,1,0,0,0.6780688645789934,0.7059226906291718
0,1,1,0,0,0.8307585944038708,0.593761685570863
1,0,0,0,0,0.47134653784237796,0.6134451306397943
0,1,1,0,0,0.7792247932961911,0.5486160016444493
1,1,1,0,0,0.6483119818579717,0.6394519317160618
0,1,0,0,0,0.8942214695720003,0.8235947884649408
0,1,1,0,0,0.7868071302877017,0.5717891045785496
1,0,0,0,0,0.5687779641775987,0.48880376828627303
1,0,1,0,0,0.6310392911053297,0.48758875285424086
0,0,1,0,0,0.7192262519744533,0.42621242347867294
0,1,1,0,0,0.6949346625631572,0.7202043915249015
1,0,0,0,0,0.49123514172882593,0.6169388615332255
1,1,1,0,0,0.6349365391148919,0.633828706484912
1,0,0,0,0,0.49750575116239665,0.5613637471818539
1,0,0,0,0,0.5923480935892709,0.4626378149746986
0,1,1,0,0,0.7558582542700443,0.7313230770336573
0,1,1,0,0,0.8338284325921903,0.6968178770149376
1,0,0,0,0,0.46368899428662685,0.5103594547532835
0,1,1,0,0,0.7906795694550689,0.7671175797186275
1,0,0,0,0,0.49188812497133316,0.648005694168129
1,0,0,0,0,0.46419489714357975,0.723278598747355
0,1,1,0,0,0.7852452586799152,0.787237864003334
1,0,0,0,0,0.5426087329198463,0.6543166095122241
0,1,1,0,0,0.6916605170549284,0.7484186989721128
1,0,0,0,0,0.5207553393824184,0.7342409516659127
0,1,0,0,0,0.9434110414038211,0.7832782405881291
0,1,1,0,0,0.8052252227291271,0.741500519894455
1,0,0,0,0,0.4601145728444583,0.6273474985677552
1,1,1,0,0,0.6642842355890168,0.6229472794643748
0,1,1,0,0,0.8118083877331563,0.6246465558171421
1,0,0,0,0,0.44156612424296815,0.6123902281848047
0,1,1,0,0,0.7891969766032655,0.7621225594962515
1,0,0,0,0,0.4752494370012277,0.6979745010709943
0,1,1,0,0,0.7811382127972355,0.7317132624651944
0,1,0,0,0,0.6960133079980569,0.9090004045646242
1,1,1,0,0,0.6613854475516698,0.723489786682167
0,1,0,0,0,0.719459063188941,0.8772248982313606
0,1,1,0,0,0.7287800998911069,0.6827905753487236
0,1,1,0,0,0.7114392214181657,0.584281424052956
0,1,1,0,0,0.660344117252907,0.7400287278469011
0,1,0,0,0,0.687773744192871,0.8725089698906978
0,1,1,0,0,0.6919792786351175,0.6916552428632893
1,0,1,0,0,0.6191169209563898,0.47773942062029245
0,1,0,0,0,0.7017903109090674,0.9074385970333569
1,0,0,0,0,0.4904038062893002,0.5925648763383646
1,0,0,0,0,0.3736774561622451,0.5473225067266828
0,1,0,0,0,0.7385708645086361,0.9222793440396904
1,1,1,0,0,0.6616819413720865,0.5905197919118313
1,1,1,0,0,0.651840799562968,0.7170611532965643
0,1,1,0,0,0.7266021902839378,0.6380773055506354
1,0,0,0,0,0.5383615731836268,0.45249129756917156
1,1,1,0,0,0.6375882721684747,0.7567803791402531
0,1,1,0,0,0.7181046262493694,0.7492082929542692
0,1,0,0,0,0.6848409559008289,0.8074596856672274
0,1,1,0,0,0.7820865509196725,0.5842156077279104
0,1,0,0,0,0.7877647946349376,0.8374759826436957
0,1,1,0,0,0.8042509116823486,0.7364808688177691
1,1,1,0,0,0.6650898666970609,0.6121118253143327
1,1,1,0,0,0.6669551941794645,0.6987955425422161
0,1,1,0,0,0.7955028181918462,0.7365332749404716
1,0,0,0,0,0.48632330582961875,0.6155094475647629
1,0,0,0,0,0.4462517298681874,0.6237694600705099
0,1,1,0,0,0.783860806940828,0.7038489197084201
0,1,0,0,0,0.8559513349090399,0.8479075655815916
0,1,1,0,0,0.8374396729022269,0.743253008356368
1,1,1,0,0,0.6879316459588892,0.6390630722865617
1,0,0,0,0,0.3212656632338847,0.6242783186749483
1,0,0,0,0,0.45182315629071584,0.702918177544831
0,1,1,0,0,0.8219791996009885,0.5623098438863663
1,0,0,0,0,0.5296195859835146,0.6902512334647856
0,1,1,0,0,0.7551105905093006,0.5810915373538271
0,1,1,0,0,0.7910139039763161,0.7800226858797162
0,1,0,0,0,0.7494179509605687,0.895562717061902
0,1,1,0,0,0.7635428970320279,0.6771799797360214
0,0,1,0,0,0.669242118164598,0.4987321699665141
0,1,1,0,0,0.7442316020906815,0.6872519378286596
1,0,0,0,0,0.4184336215039237,0.6117531939016603
0,1,1,0,0,0.6966362716305917,0.5770111367313049
1,0,0,0,0,0.5191402352213804,0.5395060039229371
0,1,0,0,0,0.8232628844192327,0.8851022524018944
1,1,1,0,0,0.6534473741693789,0.6217992291713353
0,1,1,0,0,0.8481933151488608,0.5907238951783723
0,1,1,0,0,0.677362856211853,0.7911557607395718
0,1,1,0,0,0.6944088592780123,0.7102476647101816
1,0,0,0,0,0.528051347724915,0.6713475662754944
0,1,1,0,0,0.9129787136959517,0.723316566060647
1,0,0,0,0,0.3600209544061044,0.5667505335312084
0,1,1,0,0,0.7354916918526724,0.6059073692225339
1,0,0,0,0,0.4770302986172823,0.6864244234722655
0,1,1,0,0,0.7420203574594875,0.742210103864141
0,1,1,0,0,0.7788976563501234,0.8158645461486181
0,0,1,0,0,0.6922409582692662,0.5300053473974935
1,0,1,0,0,0.6719047792672714,0.5584039035410019
1,0,1,0,0,0.6123376639235583,0.6130383713878526
0,0,1,0,0,0.8172162864153608,0.49423781946606954
0,0,1,0,0,0.8147138868980223,0.48204601011968606
1,0,0,0,0,0.5532566370598453,0.8005652026254073
0,1,1,0,0,0.7662817430112288,0.7398968642225879
1,1,1,0,0,0.6692374332872577,0.6309264039679773
0,1,1,0,0,0.8315973735211875,0.6255848885478781
1,1,1,0,0,0.6803045694258167,0.6897612871314007
0,1,1,0,0,0.7870503201324645,0.6053779717081014
1,0,1,0,0,0.6277848446867982,0.5639267081060163
0,1,1,0,0,0.8964761147034402,0.7101317531256505
0,1,1,0,0,0.7939110775897575,0.643715201922785
0,1,1,0,0,0.7074642016878769,0.6094746344254199
1,1,1,0,0,0.6368270219845364,0.7233047765577666
1,0,0,0,0,0.45936353906016336,0.6394318628132671
0,1,1,0,0,0.7363034960510094,0.6372804084778017
1,0,0,0,0,0.36866137000328403,0.7423924895781333
1,0,0,0,0,0.547788221628278,0.706425599221074
0,1,1,0,0,0.7742956758656602,0.5676053867008031
0,1,1,0,0,0.7497488437073377,0.6175926202560748
1,0,1,0,0,0.5804075133276286,0.570995390909108
1,0,0,0,0,0.4478396543778834,0.6238749488854684
0,1,1,0,0,0.7586010491213349,0.6193129984175183
1,0,0,0,0,0.5489796974815837,0.7660931036456816
0,1,1,0,0,0.7810201292933467,0.5928206724347109
0,1,1,0,0,0.8458783026328243,0.7257554480408783
1,0,0,0,0,0.5014084692331643,0.616030135711097
1,0,0,0,0,0.3544341981151464,0.5556815279986514
1,0,0,0,0,0.35875836459316846,0.6300922716106045
0,1,1,0,0,0.8296449659002868,0.5888176846894567
0,1,1,0,0,0.7169771517036659,0.6098615920089336
1,1,1,0,0,0.6372187683115875,0.6511991637544846
1,0,0,0,0,0.504843036503889,0.4380254513926276
0,0,1,0,0,0.7479856118924275,0.5334361031736252
0,1,0,0,0,0.9297072601249072,0.7285758917612636
1,0,1,0,0,0.6121788851969493,0.6073185569437264
0,1,1,0,0,0.7966739063462267,0.5665478116031037
0,1,1,0,0,0.8418119096094887,0.6866058100149898
1,0,0,0,0,0.45661186393809133,0.612883200197087
1,0,0,0,0,0.48428887850844043,0.5552595820309694
1,1,1,0,0,0.6290786269162121,0.6253047697867149
0,1,1,0,0,0.8617324099031557,0.6200326741208714
1,0,0,0,0,0.5446160474899888,0.5758847605285985
0,1,1,0,0,0.6954932980211018,0.7975619904766191
0,1,1,0,0,0.7823547187984528,0.663889201840143
0,1,1,0,0,0.7743777401944637,0.7404454604756845
0,1,1,0,0,0.734661766846778,0.7536769271643731
0,1,0,0,0,0.6731928873253744,0.884444885116781
1,1,1,0,0,0.6454245402759267,0.6081492843626725
0,1,1,0,0,0.7542642547973544,0.7390808136948616
1,0,0,0,0,0.4987057413134916,0.6357421970365452
1,1,1,0,0,0.6081046808330294,0.6825409159847796
1,0,0,0,0,0.4657055937141274,0.6870110263220071
1,1,1,0,0,0.6451701791529111,0.6913280009672045
0,1,1,0,0,0.764655416275534,0.740557346248321
0,0,1,0,0,0.6957840862534207,0.5479718900366871
1,1,0,0,0,0.5771433985330443,0.7432145257640775
0,0,1,0,0,0.7518457374513187,0.5138629972155715
1,1,1,0,0,0.6506231783012795,0.6902085538849103
1,0,0,0,0,0.5883377941959445,0.4695809127377526
1,1,1,0,0,0.5946380297937661,0.719559223849938
1,0,0,0,0,0.47256324622253465,0.7004639673134513
1,0,0,0,0,0.33041065572875417,0.6968357836000392
0,1,1,0,0,0.7690644807141697,0.7376761994593088
0,1,1,0,0,0.7685979402367937,0.7034851569045365
1,0,0,0,0,0.5574804627243026,0.7305873753128257
0,1,1,0,0,0.8566730611933474,0.561955050179534
0,1,1,0,0,0.783587835801361,0.7620790693627622
1,1,1,0,0,0.653171175568765,0.7146094982298938
1,0,0,0,0,0.4891890100103194,0.5934307747993344
0,1,1,0,0,0.8515049340896143,0.6148259640306148
0,0,1,0,0,0.8361614872517238,0.4995994716721197
1,1,1,0,0,0.6328772574142953,0.6455218611397976
0,1,1,0,0,0.9333559575963626,0.6492271673575103
1,0,0,0,0,0.4119451593547621,0.47450361630530963
1,0,0,0,0,0.49484628124744356,0.5847308290191273
1,1,1,0,0,0.5812413022618763,0.6878671785730432
1,0,0,0,0,0.5440177485701181,0.6434041394660274
1,1,1,0,0,0.6810683682068248,0.6407487881400363
0,1,0,0,0,0.9447417986292936,0.7383842475997456
1,0,0,0,0,0.34344959926596097,0.5304399624886091
0,1,1,0,0,0.7187268647590884,0.6933881651077135
0,1,1,0,0,0.7666357695154091,0.7440322165246543
1,1,1,0,0,0.6783102445236151,0.6098542772278203
1,0,1,0,0,0.5740030722304977,0.6344384193636045
1,0,1,0,0,0.5739988773652613,0.6565298231566128
0,1,0,0,0,0.6091529974210823,0.8340413037107859
1,0,1,0,0,0.5862260468897741,0.5894331324771949
0,1,1,0,0,0.7875846180979802,0.7716279060186881
1,0,0,0,0,0.459990214150249,0.7076732075215861
1,1,1,0,0,0.6761559120568064,0.6791418303476887
1,0,0,0,0,0.3312105623127136,0.6286318724244109
0,1,1,0,0,0.7703174377435601,0.667045567831803
1,0,0,0,0,0.4182598090459285,0.6386770882908694
1,0,0,0,0,0.5007583766176215,0.5278340662858878
1,0,1,0,0,0.5858658273838373,0.5226149446271431
0,1,1,0,0,0.7642563521174949,0.7493271126914244
1,0,0,0,0,0.5299894491865165,0.7784541821798014
1,0,0,0,0,0.4876474777575044,0.5819709000604182
1,0,0,0,0,0.4002132632555371,0.6263175013476399
1,0,0,0,0,0.5115412085989884,0.6055884687313778
1,0,0,0,0,0.4671146092267211,0.7304946678440294
0,1,1,0,0,0.7080489642694854,0.6192308619544772
0,1,1,0,0,0.8560935888639628,0.7510564982266935
1,0,0,0,0,0.43145122632604094,0.617193505430864
0,1,1,0,0,0.7663110914953843,0.5979805250500226
1,0,0,0,0,0.4326286650004524,0.5532841795048575
1,0,0,0,0,0.48888827383295513,0.6102321499501578
0,1,0,0,0,0.7029305042024837,0.8723033432878142
0,1,1,0,0,0.7236618249623626,0.6452328992330068
0,1,1,0,0,0.7915187459306545,0.688523404326218
1,0,1,0,0,0.5691860052592952,0.5608353367145903
1,0,0,0,0,0.4991829633725886,0.6404882306621023
1,0,0,0,0,0.40407890419491915,0.5343128675955837
1,1,1,0,0,0.6782410729719058,0.6439438924520567
0,1,1,0,0,0.7723348077263092,0.6234365489659869
0,1,1,0,0,0.6953131838283197,0.6608329768973794
1,0,0,0,0,0.35654658482896084,0.5915510836342087
1,0,0,0,0,0.4874271808078246,0.624179832204827
0,1,1,0,0,0.7600890649757489,0.665044587670926
1,0,0,0,0,0.3828354625138951,0.5675882004920728
1,0,0,0,0,0.346886358095134,0.732974801203413
0,1,1,0,0,0.787557277578499,0.7178011255369073
0,1,1,0,0,0.763549097227717,0.7404102221651645
1,1,1,0,0,0.6310018187477039,0.7231611179557194
1,1,1,0,0,0.5956076543365943,0.7024430376155248
0,1,1,0,0,0.7624001732769708,0.7204386920781201
0,1,1,0,0,0.924763062746836,0.668156148414732
0,1,1,0,0,0.9039612456360012,0.6783538537641143
0,1,1,0,0,0.7826056003072308,0.7293068689795232
1,0,0,0,0,0.4517170516281946,0.6299610173104784
0,1,0,0,0,0.9246176816087451,0.8403246210088048
0,1,1,0,0,0.8322353799340573,0.775868347216074
0,1,1,0,0,0.7637910087872467,0.6309252015188712
1,0,0,0,0,0.39084715652472557,0.6788860063782999
1,0,1,0,0,0.634073474239571,0.5776116826500872
0,1,1,0,0,0.7550351962253256,0.6615188532640962
0,1,1,0,0,0.7968574521191114,0.6083064241550656
0,1,1,0,0,0.6979379527181886,0.6520380718569867
0,0,1,0,0,0.7890409839534106,0.4305910183108419
0,1,1,0,0,0.8786159953160535,0.6002058492107233
0,1,1,0,0,0.8519943031929154,0.5992077880950208
1,0,0,0,0,0.357559041416997,0.7229929501999115
0,1,1,0,0,0.7846299014813786,0.538007657195208
0,1,1,0,0,0.7922329537214697,0.6663943209109239
0,1,1,0,0,0.7543877245786232,0.6109136758683958
1,0,0,0,0,0.5425335101274026,0.7155854779949805
0,1,1,0,0,0.905092609425296,0.6164554023264068
0,1,0,0,0,0.6564202897372102,0.8961357103446277
1,0,0,0,0,0.42943628474712964,0.6037620762087363
0,1,1,0,0,0.8336193832450778,0.7849325121883907
0,1,1,0,0,0.827033830517613,0.577896315961721
0,1,1,0,0,0.7973767005267679,0.7703494468855974
0,1,0,0,0,0.7928003029080748,0.8852107594020404
0,1,1,0,0,0.7724097600098662,0.7328051224463683
0,0,1,0,0,0.9535083764479656,0.6202822354695194
1,1,1,0,0,0.661023367542074,0.6585110934156764
0,1,1,0,0,0.7579466720815548,0.7385108610412107
1,0,1,0,0,0.6189747067761568,0.5243879872920466
0,1,1,0,0,0.7524289074553651,0.62281045580691
0,1,1,0,0,0.8087910213652869,0.5720581796436195
1,0,0,0,0,0.5095186641914453,0.6451448896053055
1,0,0,0,0,0.5339069332488665,0.6584401907986293
0,1,1,0,0,0.7769099945970701,0.6201425506152474
0,1,1,0,0,0.7267213542995643,0.6035554398692534
0,1,1,0,0,0.7707528579934864,0.8105143227697288
1,1,1,0,0,0.6698487597117391,0.6114250946725877
1,0,0,0,0,0.3971529626411243,0.564521256650035
0,1,1,0,0,0.6728877366447514,0.7461825767529908
0,1,1,0,0,0.7725661769998421,0.7270861627705039
0,1,1,0,0,0.8678060297253279,0.7640723189426847
0,1,1,0,0,0.6542471751877167,0.7587629393850452
0,1,1,0,0,0.7151106747905556,0.5901491038793616
0,0,1,0,0,0.724976752509819,0.5277714637672719
0,1,1,0,0,0.760571996974975,0.610283756990452
0,1,1,0,0,0.8485113217180265,0.7292605614697866
0,1,1,0,0,0.9222190034097149,0.6370047674976744
0,1,1,0,0,0.7538943174961794,0.6243858272924979
1,1,1,0,0,0.6709940037625257,0.7129427416110108
0,1,1,0,0,0.7575184878345147,0.6051924642820924
0,1,1,0,0,0.8718939740486213,0.6430655897280513
1,1,1,0,0,0.6817489822029568,0.5728013805462354
0,1,1,0,0,0.7623688964947679,0.7323169746789535
0,0,1,0,0,0.6937144633112465,0.5477701421567234
1,0,1,0,0,0.5597719752904238,0.6166980547516329
1,0,0,0,0,0.47398026442699714,0.5998699831974144
0,0,1,0,0,0.7332472595805757,0.5285316683508046
1,0,1,0,0,0.5982428374616696,0.6147295852055413
0,1,1,0,0,0.867943422187303,0.7175819072700739
0,1,0,0,0,0.7941377989996645,0.9246089771351185
1,1,1,0,0,0.6637326801305669,0.57177579482893
1,1,1,0,0,0.5995970290491826,0.7065229033276434
1,0,0,0,0,0.5221342598478746,0.6127306369926743
1,0,0,0,0,0.47393472760555827,0.5734059748043779
0,1,1,0,0,0.8734526673119705,0.6921224077884974
0,1,1,0,0,0.9104724001758279,0.6227801325402567
1,0,0,0,0,0.5645254832022374,0.5386194581325312
0,1,1,0,0,0.8236802899929461,0.7584415260296477
0,1,1,0,0,0.7676308128220908,0.7422245982219406
1,0,0,0,0,0.4833729964183915,0.6605801727299171
0,1,1,0,0,0.7573900198554592,0.613525615357254
0,1,1,0,0,0.7495261951886508,0.557846437689296
0,1,1,0,0,0.8271922225740784,0.634592390191411
0,0,1,0,0,0.8650890559417207,0.4817531061724617
0,1,0,0,0,0.9221083534485062,0.7825135569843052
0,1,1,0,0,0.7874370946536045,0.6467866974734333
0,1,1,0,0,0.8783042780609698,0.7105794236936741
1,0,0,0,0,0.5303645667300485,0.6927181075996518
0,1,1,0,0,0.6841231711380443,0.7002990319503118
1,0,1,0,0,0.5926365057354265,0.5150673895812335
1,0,1,0,0,0.618467317015422,0.5874514734926074
0,1,1,0,0,0.6831868372168706,0.7694586386848694
0,1,0,0,0,0.8861664483927407,0.8251012228687864
1,0,0,0,0,0.33175531515016576,0.6593342208751966
0,1,1,0,0,0.937885209996292,0.6709545011102449
0,1,1,0,0,0.7727412221436412,0.7422655528491372
0,1,0,0,0,0.6946841249781192,0.8203218733642544
0,1,0,0,0,0.8162788599377411,0.8471318263582295
0,1,1,0,0,0.7385635604317158,0.7472523746398329
1,0,0,0,0,0.4567009381877998,0.5811165347169205
1,0,0,0,0,0.402486201651398,0.7583464408863139
1,0,0,0,0,0.39722011136821056,0.5851936375500685
0,1,1,0,0,0.913654007747323,0.7152411540977079
0,1,1,0,0,0.8453457730797395,0.5978932231368419
0,1,1,0,0,0.7301860855650552,0.6362632887213224
0,1,1,0,0,0.746450832439135,0.798147250993654
1,1,1,0,0,0.6492867494539977,0.6117656056490233
0,1,1,0,0,0.7590251356782626,0.6287964216952012
1,0,0,0,0,0.380520542396916,0.5908463130671892
1,1,1,0,0,0.6218599710984345,0.6859503567886153
0,1,1,0,0,0.7394455673103957,0.5946854694133256
0,0,1,0,0,0.7174775136317678,0.5385896946050944
