@relation '4CRE-V2-CE-ML: -C 4'

@attribute class0 {0, 1}
@attribute class1 {0, 1}
@attribute class2 {0, 1}
@attribute class3 {0, 1}
@attribute att0 numeric
@attribute att1 numeric

@data
0,0,0,1,1.4612,-2.6354
0,0,1,0,2.3507,-0.51475
0,0,1,0,2.8219,0.027978
0,0,1,0,2.0654,0.79285
0,0,1,0,2.5716,1.0364
0,0,0,1,-0.4904,-3.3459
0,0,0,1,-0.51439,-3.2936
0,0,1,0,3.1498,0.51931
0,0,1,0,2.1696,-1.174
0,0,0,1,0.35296,-1.571
0,0,0,1,-0.95241,-2.676
0,0,0,1,0.67705,-1.8493
0,0,1,0,3.5997,-1.2858
0,0,0,1,0.73897,-1.9702
0,0,0,1,0.80659,-2.8088
0,0,0,1,-0.060805,-3.046
0,0,1,0,3.5186,-1.2975
0,0,1,0,2.086,0.64323
0,0,0,1,1.6248,-1.5926
0,0,0,1,-0.072743,-0.63949
0,0,1,0,2.3894,0.30861
0,0,0,1,-0.75752,-1.8123
0,0,0,1,-1.1687,-2.7595
0,0,1,0,3.8654,0.0076844
0,0,1,0,1.3252,-0.67731
0,0,0,1,0.043709,-1.8571
0,0,1,0,3.2865,1.5905
0,0,0,1,0.87869,-2.8988
0,0,0,1,0.48173,-1.525
0,0,0,1,0.31732,-2.3557
0,0,0,1,-0.25575,-2.6158
0,0,1,0,1.8309,0.14122
0,0,1,0,3.3875,1.4729
0,0,0,1,0.70918,-3.4035
0,0,1,0,1.5137,1.3709
0,0,1,0,3.5821,0.1409
0,0,1,0,2.3244,0.056919
0,0,1,0,3.0394,-0.20339
0,0,1,0,2.1356,-0.19335
0,0,1,0,3.1004,0.19408
0,0,1,0,3.4859,0.98828
0,0,0,1,0.92635,-1.7247
0,0,1,0,2.9326,0.3135
0,0,0,1,0.52794,-3.0268
0,0,0,1,0.034224,-2.0846
0,0,0,1,-2.0682,-1.2078
0,0,0,1,0.95158,-1.9518
0,0,0,1,0.50033,-1.8259
0,0,0,1,0.49515,-3.4279
0,0,1,0,1.8642,-1.2667
0,0,0,1,0.4154,-2.4996
0,0,1,0,3.626,1.0731
0,0,1,0,3.7015,-0.21211
0,0,0,1,0.34744,-3.5428
0,0,1,0,2.2235,0.0075466
0,0,0,1,0.46555,-2.1626
0,0,0,1,0.36839,-2.7686
0,0,0,1,-0.76918,-1.9985
0,0,1,0,2.6231,1.2272
0,0,0,1,-0.42412,-1.7549
0,0,0,1,-0.48299,-3.537
0,0,1,0,4.5032,1.6869
0,0,1,0,3.2821,-2.0409
0,0,0,1,0.30349,-2.4125
0,0,0,1,1.1657,-2.4925
0,0,0,1,0.13721,-3.1869
0,0,1,0,4.2939,-0.026914
0,0,1,0,1.4497,0.040749
0,0,1,0,3.079,0.70901
0,0,1,0,2.6024,-0.34552
0,0,0,1,0.77478,-3.1839
0,0,0,1,0.91382,-3.2523
0,0,1,0,3.6954,0.53476
0,0,0,1,-0.086995,-4.0924
0,0,0,1,-0.52397,-2.91
0,0,0,1,-0.45662,-2.6215
0,0,0,1,1.9368,-3.2893
0,0,1,0,3.8476,1.4793
0,0,1,0,2.2151,-0.14101
0,0,1,0,2.624,0.67587
0,0,1,0,1.6312,-0.61609
0,0,1,0,2.5534,1.5783
0,0,1,0,4.123,-1.1464
0,0,0,1,-0.3272,-3.4752
0,0,0,1,-1.2959,-1.9032
0,0,1,0,3.9442,-0.57451
0,0,1,0,3.0471,-0.26324
0,0,0,1,0.90546,-2.0124
0,0,0,1,0.57738,-2.9669
0,0,0,1,-1.1987,-3.9838
0,0,0,1,0.2967,-2.4616
0,0,0,1,-0.61174,-3.5365
0,0,0,1,0.96663,-1.7518
0,0,1,0,3.0673,-0.25929
0,0,0,1,0.7461,-4.3454
0,0,1,0,3.9801,-2.3641
0,0,1,0,1.4193,1.6063
0,0,0,1,0.55243,-2.8149
0,0,0,1,0.67698,-2.2607
0,0,1,0,2.4312,0.38556
0,0,0,1,0.22117,-1.8143
0,0,1,0,2.5675,-0.014341
0,0,1,0,1.9316,1.4777
0,0,0,1,0.83671,-4.309
0,0,0,1,-0.91532,-4.362
0,0,0,1,-0.73783,-3.4784
0,0,1,0,2.1644,-0.31882
0,0,1,0,2.7268,-1.7083
0,0,0,1,0.95268,-2.8117
0,0,0,1,2.0486,-2.7454
0,0,1,0,3.6645,-0.45457
0,0,0,1,0.30307,-1.6423
0,0,1,0,2.9344,-2.002
0,0,0,1,-1.6193,-3.5094
0,0,1,0,2.3142,-0.47831
0,0,0,1,1.2954,-1.1003
0,0,1,0,3.3431,-0.12767
0,0,0,1,-0.23518,-2.6743
0,0,0,1,1.3853,-2.7071
0,0,1,0,2.6747,1.8899
0,0,0,1,-0.26863,-2.4719
0,0,1,0,2.782,-0.19946
0,0,0,1,0.92905,-3.4659
0,0,0,1,-0.93863,-1.727
0,0,1,0,2.2587,-0.31123
0,0,1,0,3.0521,-0.16497
0,0,0,1,-0.20409,-4.4004
0,0,0,1,0.809,-3.2983
0,0,1,0,2.6946,-0.67369
0,0,0,1,-0.80412,-1.6451
0,0,1,0,3.8077,1.3485
0,0,0,1,0.015557,-3.2665
0,0,0,1,1.2725,-3.1386
0,0,0,1,0.049346,-2.7486
0,0,1,0,1.8353,0.32982
0,0,0,1,-0.32145,-3.1775
0,0,0,1,0.89972,-2.1082
0,0,1,0,1.4744,0.15518
0,0,0,1,0.56693,-2.8132
0,0,0,1,0.47708,-3.0506
0,0,1,0,2.5808,-0.52158
0,0,1,0,2.9041,0.48417
0,0,0,1,0.91071,-3.0483
0,0,1,0,2.414,-1.6701
0,0,0,1,-0.90983,-2.6729
0,0,1,0,3.4638,-0.5517
0,0,0,1,0.82469,-3.3939
0,0,1,0,2.1018,1.593
0,0,1,0,2.3508,2.6024
0,0,0,1,-0.20958,-1.5375
0,0,0,1,1.1997,-2.1791
0,0,1,0,2.4902,0.49809
0,0,1,0,3.819,0.39515
0,0,1,0,2.5855,0.303
0,0,0,1,-0.86574,-1.8229
0,0,0,1,0.56274,-4.0766
0,0,0,1,0.68204,-2.8108
0,0,1,0,1.7517,-0.16864
0,0,0,1,0.36599,-4.3867
0,0,1,0,2.7271,0.62524
0,0,1,0,2.5005,2.0313
0,0,1,0,2.447,0.12464
0,0,1,0,4.1182,-0.96572
0,0,1,0,3.2673,0.37886
0,0,1,0,2.1637,0.58233
0,0,1,0,1.8234,0.99448
0,0,0,1,0.6428,-2.8817
0,0,1,0,3.3258,0.92053
0,0,1,0,2.2971,0.58846
0,0,1,0,3.1959,0.6999
0,0,0,1,1.1504,-1.7957
0,0,0,1,-0.249,-2.0457
0,0,1,0,2.8522,1.8124
0,0,1,0,1.8939,0.39616
0,0,0,1,0.14027,-2.6561
0,0,0,1,-0.40036,-1.0949
0,0,1,0,2.6435,-0.3321
0,0,0,1,-0.73962,-3.1867
0,0,0,1,0.60853,-2.6752
0,0,0,1,1.2921,-2.2181
0,0,0,1,0.52095,-3.0193
0,0,1,0,1.7535,0.64419
0,0,1,0,2.1694,0.15041
0,0,0,1,-0.065556,-3.581
0,0,0,1,0.59199,-3.262
0,0,1,0,4.4378,0.52909
0,0,0,1,-0.20743,-3.6136
0,0,1,0,2.4737,0.86401
0,0,1,0,3.6197,-0.054374
0,0,1,0,2.2175,1.0945
0,0,1,0,2.2632,0.99244
0,0,0,1,-0.45175,-2.5739
0,0,0,1,0.34604,-2.0409
0,0,0,1,1.2418,-2.8965
0,0,1,0,1.8476,-0.25366
0,0,0,1,1.4676,-1.6961
0,0,1,0,4.6955,-1.5243
0,0,0,1,-0.16798,-3.0194
0,0,0,1,1.7641,-2.049
0,0,0,1,-0.87047,-1.2073
0,0,1,0,4.5876,-0.52576
0,0,1,0,2.6563,-0.97502
0,0,1,0,2.6856,-0.9327
0,0,0,1,1.2055,-4.3338
0,0,1,0,2.4561,1.0681
0,0,1,0,4.1185,-1.3372
0,0,1,0,3.2561,0.99124
0,0,1,0,3.4277,0.57351
0,0,0,1,-1.464,-2.0168
